PDB,label,year,resolution,type,operation,data
2x6w,7.102372908709558,2011,1.35,Kd,=,0.079uM
2xx4,7.096910013008056,2011,2.20,IC50,=,0.08uM
2y34,7.096910013008056,2010,2.01,Kd,=,80nM
2y6d,7.102372908709558,2011,1.60,IC50,=,79nM
2yig,7.100179497572904,2011,1.70,IC50,=,79.4nM
3ebi,7.102372908709558,2009,2.00,Ki,=,79nM
3hky,7.096910013008056,2010,1.90,Kd,=,80nM
3ouh,7.102372908709558,2010,2.51,IC50,=,79nM
3p55,7.096910013008056,2011,2.00,Ki,=,80nM
3s7l,7.096910013008056,2011,2.16,IC50,=,0.08uM
3tfv,7.096910013008056,2012,3.00,Ki,=,0.08uM
3udd,7.102372908709558,2012,1.95,Kd,=,79nM
3uo9,7.096910013008056,2011,2.30,IC50,=,0.08uM
3w55,7.096910013008056,2013,3.00,IC50,=,0.08uM
3zdg,7.102372908709558,2013,2.48,Ki,=,79nM
3zo2,7.096910013008056,2013,1.98,IC50,=,80nM
4aof,7.096910013008056,2012,3.30,IC50,=,0.08uM
4azg,7.102098125731772,2013,2.40,Kd,=,79.05nM
4b1c,7.102372908709558,2012,1.95,IC50,=,0.079uM
4bbh,7.096910013008056,2012,1.63,Ki,=,0.08uM
4bny,7.096910013008056,2013,1.80,Ki,=,0.08uM
4bo5,7.096910013008056,2013,2.60,IC50,=,0.08uM
4crd,7.096910013008056,2015,2.10,Ki,=,0.08uM
4f7n,7.096910013008056,2013,2.65,Kd,=,0.08uM
4hy9,7.096910013008056,2013,1.55,Kd,=,0.08uM
4piq,7.096910013008056,2014,2.07,IC50,=,0.08uM
4qjr,7.096910013008056,2014,2.40,Kd,=,80nM
4rad,7.096910013008056,2015,2.00,Ki,=,0.08uM
4ryc,7.096910013008056,2015,2.45,IC50,=,80nM
4tyo,7.096910013008056,2014,1.75,Ki,=,0.08uM
4w97,7.096910013008056,2014,1.60,Kd,=,0.08uM
4ymx,7.102372908709558,2015,1.48,Kd,=,79nM
2gmx,7.113509274827518,2006,3.50,IC50,=,77nM
3e64,7.107905397309519,2008,1.80,Kd,=,0.078uM
3u15,7.107905397309519,2012,1.80,Kd,=,0.078uM
3v2w,7.113509274827518,2012,3.35,Ki,=,77nM
4acx,7.110138278741812,2012,2.00,IC50,=,77.6nM
4dpi,7.107905397309519,2012,1.90,IC50,=,78nM
4h1m,7.107905397309519,2012,1.99,IC50,=,78nM
4ia0,7.113509274827518,2014,2.17,IC50,=,77nM
4j0z,7.113509274827518,2013,2.13,IC50,=,77nM
4o10,7.107905397309519,2014,1.55,IC50,=,0.078uM
4obo,7.113509274827518,2014,2.10,IC50,=,77nM
4xe1,7.111820506081675,2015,1.80,Ki,=,77.3nM
5djv,7.113509274827518,2015,2.30,IC50,=,0.077uM
1b05,7.1249387366083,1998,2.00,Kd,=,75nM
1b52,7.119186407719209,1999,2.30,Kd,=,76nM
1gwq,7.119186407719209,2002,2.45,Kd,=,76nM
1nz7,7.119186407719209,2003,2.40,Ki,=,0.076uM
1xd0,7.1249387366083,2004,2.00,Ki,=,0.075uM
1z95,7.119186407719209,2005,1.80,Ki,=,76nM
2pov,7.1249387366083,2007,1.60,Ki,=,75nM
2wey,7.119186407719209,2009,2.80,IC50,=,76nM
2x2r,7.1180450286604,2011,2.20,Ki,=,76.2nM
3bcn,7.117760151981177,2007,2.85,IC50,=,76.25nM
3d2t,7.1249387366083,2008,1.85,Kd,=,75nM
3dbs,7.1249387366083,2008,2.80,IC50,=,75nM
3dx4,7.119186407719209,2009,1.38,Ki,=,76nM
3fe7,7.1249387366083,2009,1.35,Kd,=,75nM
3hww,7.1249387366083,2009,1.95,Kd,=,75nM
3kej,7.11975822410452,2010,2.30,Ki,=,75.9nM
3nzs,7.1249387366083,2010,2.75,IC50,=,75nM
3p5k,7.119186407719209,2011,2.09,IC50,=,0.076uM
3w32,7.1249387366083,2013,1.80,IC50,=,75nM
4bzs,7.1249387366083,2014,2.10,Ki,=,75nM
4caf,7.1249387366083,2014,1.70,Ki,=,75nM
4daf,7.119186407719209,2012,2.50,Kd,=,0.076uM
4e0x,7.119186407719209,2012,2.00,Ki,=,76nM
4erq,7.1249387366083,2012,1.91,Kd,=,75nM
4k9h,7.119186407719209,2013,2.29,IC50,=,76nM
4mgv,7.1249387366083,2013,1.72,IC50,=,75nM
4mwx,7.120904120499927,2013,1.80,IC50,=,75.7nM
4ng9,7.1249387366083,2014,2.20,Ki,=,75nM
4r5n,7.119186407719209,2014,1.80,IC50,=,76nM
4rj6,7.119186407719209,2014,2.70,IC50,=,76nM
4xjs,7.119186407719209,2015,2.80,IC50,=,76nM
4yps,7.1249387366083,2015,2.10,IC50,=,0.075uM
5upj,7.1249387366083,1997,2.30,Ki,=,75nM
1o39,7.130768280269024,2003,1.59,Ki,=,0.074uM
1o3b,7.130768280269024,2003,1.75,Ki,=,0.074uM
1o3c,7.130768280269024,2003,1.64,Ki,=,0.074uM
1o3d,7.130768280269024,2003,1.33,Ki,=,0.074uM
2j7d,7.130768280269024,2006,2.24,Kd,=,74nM
3f81,7.130768280269024,2009,1.90,IC50,=,74nM
3gcv,7.130768280269024,2009,2.30,Kd,=,74nM
3rtn,7.130768280269024,2011,2.70,IC50,=,74nM
3v5g,7.130768280269024,2012,1.50,Ki,=,74nM
3zc5,7.130768280269024,2013,2.20,Ki,=,74nM
4arw,7.130768280269024,2012,2.20,Kd,=,0.074uM
4b6p,7.130768280269024,2012,2.30,Ki,=,74nM
4d1y,7.130768280269024,2014,2.60,Kd,=,74nM
4jsc,7.130768280269024,2013,2.50,IC50,=,74nM
4kx8,7.130768280269024,2013,2.40,Ki,=,74nM
4pte,7.130768280269024,2015,2.03,IC50,=,74nM
4wk7,7.130768280269024,2014,1.24,IC50,=,74nM
4zbf,7.130768280269024,2015,2.20,Ki,=,0.074uM
1rxp,7.142667503568732,2004,1.70,IC50,=,72nM
1xuc,7.142667503568732,2005,1.70,IC50,=,72nM
2hwp,7.136677139879544,2007,2.48,IC50,=,0.073uM
2pv1,7.136677139879544,2007,1.30,Kd,=,73nM
2viw,7.142667503568732,2008,2.05,IC50,=,72nM
2vot,7.142667503568732,2008,1.95,Ki,=,72nM
2wou,7.142667503568732,2009,2.30,IC50,=,72nM
3ddp,7.142667503568732,2008,2.70,IC50,=,0.072uM
3f3v,7.136677139879544,2009,2.60,Kd,=,73nM
3ffp,7.139661993429006,2009,1.81,Ki,=,72.5nM
3n7o,7.142667503568732,2010,1.80,Ki,=,72nM
4afe,7.136677139879544,2012,2.60,IC50,=,0.073uM
4c1e,7.142667503568732,2014,1.40,IC50,=,0.072uM
4fgx,7.136677139879544,2013,1.59,IC50,=,73nM
4hct,7.136677139879544,2012,1.48,IC50,=,0.073uM
4ks4,7.142667503568732,2013,2.50,Ki,=,72nM
4prj,7.142667503568732,2014,2.80,Ki,=,72nM
4wov,7.142667503568732,2015,1.80,Ki,=,72nM
4xaq,7.144480844332199,2015,2.21,Ki,=,71.7nM
5d10,7.142667503568732,2015,2.70,IC50,=,0.072uM
1dm2,7.154901959985743,2000,2.10,IC50,=,70nM
1elb,7.154901959985743,1994,2.10,Ki,=,70nM
1fch,7.154901959985743,2000,2.20,Kd,=,70nM
1nzl,7.154901959985743,2003,1.90,Kd,=,0.07uM
1pxn,7.154901959985743,2004,2.50,Ki,=,0.07uM
1xr9,7.154901959985743,2005,1.79,Kd,=,70nM
1z4u,7.154901959985743,2005,2.80,IC50,=,0.07uM
1zog,7.154901959985743,2005,2.30,Ki,=,70nM
2bba,7.154901959985743,2006,1.65,Kd,=,70nM
2bxu,7.154901959985743,2006,2.80,Ki,=,70nM
2fci,7.154901959985743,2006,NMR,Kd,=,70nM
2fqx,7.1487416512809245,2006,1.70,Kd,=,71nM
2hmh,7.154901959985743,2006,2.00,Kd,=,70nM
2hzi,7.154901959985743,2007,1.70,IC50,=,70nM
2ovq,7.154901959985743,2007,2.60,Kd,=,70nM
2p8h,7.1487416512809245,2007,1.80,IC50,=,71nM
2qnn,7.154901959985743,2008,1.48,Ki,=,0.07uM
2r3n,7.154901959985743,2008,1.63,IC50,=,70nM
2wfj,7.154901959985743,2009,0.75,Kd,=,70nM
3arp,7.154901959985743,2011,1.55,Kd,=,0.07uM
3c49,7.154901959985743,2008,2.80,Kd,=,0.07uM
3ff6,7.154901959985743,2009,3.19,IC50,=,0.07uM
3fql,7.1487416512809245,2009,1.80,Kd,=,71nM
3h9o,7.154901959985743,2009,2.30,IC50,=,70nM
3hp5,7.154901959985743,2009,2.30,IC50,=,0.07uM
3n9r,7.154901959985743,2010,1.80,Ki,=,70nM
3o86,7.154901959985743,2010,1.60,Ki,=,70nM
3oki,7.154901959985743,2010,2.00,IC50,=,70nM
3qtu,7.154901959985743,2012,1.82,IC50,=,0.07uM
3qtx,7.154901959985743,2012,1.95,IC50,=,0.07uM
3rpv,7.154901959985743,2012,1.80,IC50,=,0.07uM
3rt6,7.154901959985743,2011,2.84,Ki,=,70nM
3tv8,7.154901959985743,2012,2.64,IC50,=,0.07uM
3uli,7.154901959985743,2013,2.00,IC50,=,70nM
3ur0,7.154901959985743,2012,2.45,IC50,=,70nM
4a9t,7.154901959985743,2012,2.70,IC50,=,70nM
4btw,7.1487416512809245,2013,2.80,IC50,=,0.071uM
4c1t,7.149966742310231,2013,2.39,Kd,=,70.8nM
4eej,7.154901959985743,2012,1.50,Kd,=,70nM
4fr3,7.154901959985743,2013,1.90,Kd,=,0.07uM
4gs6,7.1487416512809245,2013,2.20,Ki,=,0.071uM
4jfz,7.1487416512809245,2013,1.75,Kd,=,71nM
4ko8,7.154901959985743,2013,1.98,Kd,=,0.07uM
4l10,7.1487416512809245,2013,1.70,IC50,=,71nM
4no8,7.154901959985743,2014,2.70,IC50,=,70nM
4pct,7.154901959985743,2014,2.10,Ki,=,70nM
4prg,7.154901959985743,1999,2.90,Ki,=,70nM
4qp9,7.1487416512809245,2015,2.00,IC50,=,0.071uM
4ran,7.154901959985743,2015,2.55,Ki,=,0.07uM
4xt2,7.154901959985743,2015,1.70,Kd,=,70nM
4y6m,7.154901959985743,2015,2.27,IC50,=,0.07uM
5al5,7.1487416512809245,2015,2.05,IC50,=,71nM
5ct7,7.154901959985743,2015,3.17,IC50,=,0.070uM
1epp,7.161150909262744,1994,1.90,Ki,=,69nM
1f0u,7.161150909262744,2000,1.90,Ki,=,69nM
1oi9,7.161150909262744,2004,2.10,IC50,=,69nM
1xuo,7.161150909262744,2005,1.80,IC50,=,69nM
2wuu,7.16304326294045,2009,1.42,IC50,=,68.7nM
2xe4,7.161150909262744,2010,1.65,Ki,=,69nM
2ycr,7.157390760389438,2011,2.20,IC50,=,69.60nM
3ewh,7.161150909262744,2009,1.60,IC50,=,69nM
3f3d,7.161150909262744,2008,2.30,Kd,=,69nM
4ajn,7.161150909262744,2012,2.10,Kd,=,0.069uM
4bg6,7.161150909262744,2013,2.30,Kd,=,0.069uM
4fc0,7.161150909262744,2014,2.95,IC50,=,69nM
4hvi,7.161780778092374,2013,2.40,IC50,=,68.9nM
4iva,7.164943898279883,2013,1.50,Ki,=,68.4nM
4o9w,7.155460697870992,2014,1.69,Kd,=,69.91nM
4qgf,7.161150909262744,2014,1.83,IC50,=,69nM
4y6p,7.161150909262744,2015,1.90,IC50,=,0.069uM
1g36,7.173925197299173,2001,1.90,Ki,=,67nM
1o2h,7.167491087293763,2003,1.77,Ki,=,0.068uM
1p02,7.173925197299173,1990,2.00,Ki,=,67nM
1rs4,7.167491087293763,2004,2.70,IC50,=,0.068uM
2a8h,7.173925197299173,2006,2.30,IC50,=,67nM
2bdf,7.173925197299173,2006,2.10,IC50,=,0.067uM
2doo,7.173925197299173,2006,2.43,Kd,=,67nM
2evo,7.173925197299173,2006,1.70,IC50,=,0.067uM
2i6b,7.167491087293763,2007,2.30,Kd,=,68nM
2jk7,7.173925197299173,2008,2.82,Ki,=,67nM
2o22,7.173925197299173,2007,NMR,Ki,=,67nM
2p2h,7.167491087293763,2007,1.95,IC50,=,68nM
3el4,7.17134010346468,2009,2.00,Kd,=,67.4nM
3rl3,7.173925197299173,2011,1.42,IC50,=,67nM
3s2p,7.167491087293763,2011,2.30,IC50,=,68nM
3tsk,7.173925197299173,2012,2.00,Kd,=,67nM
3zpq,7.1700533040583645,2013,2.80,Ki,=,67.6nM
4e1n,7.173925197299173,2012,2.00,IC50,=,67nM
4i06,7.173925197299173,2013,1.80,IC50,=,67nM
4i9h,7.167491087293763,2013,2.17,Kd,=,0.068uM
4l0b,7.173925197299173,2013,1.80,IC50,=,67nM
4nks,7.168130225719498,2013,2.50,Kd,=,67.9nM
4o0x,7.167491087293763,2014,2.48,Ki,=,68nM
4zur,7.167491087293763,2015,1.13,IC50,=,0.068uM
5aep,7.167491087293763,2015,1.95,IC50,=,0.068uM
5bv3,7.167491087293763,2015,2.25,Kd,=,68nM
1ztz,7.180456064458132,2005,2.15,Ki,=,66nM
2a4g,7.180456064458132,2006,2.50,Ki,=,0.066uM
2a4q,7.180456064458132,2006,2.45,Ki,=,0.066uM
2q63,7.180456064458132,2008,2.20,Kd,=,66nM
2r4b,7.180456064458132,2008,2.40,IC50,=,66nM
2xj2,7.180456064458132,2011,2.20,Kd,=,66nM
3bl9,7.180456064458132,2008,1.80,IC50,=,66nM
3i7b,7.180456064458132,2010,1.99,IC50,=,0.066uM
3igg,7.1771783546968955,2009,1.80,IC50,=,66.5nM
3jsw,7.180456064458132,2009,2.30,IC50,=,66nM
3w2q,7.180456064458132,2013,2.20,IC50,=,66nM
4l0t,7.180456064458132,2013,2.10,IC50,=,66nM
4mzh,7.180456064458132,2014,2.20,Kd,=,66nM
4q9m,7.180456064458132,2014,2.06,Kd,=,66nM
4rj5,7.180456064458132,2014,3.10,Ki,=,66nM
7lpr,7.180456064458132,1993,2.05,Ki,=,66nM
1fcx,7.1938200260161125,2000,1.47,Kd,=,64nM
1gi4,7.187086643357144,2002,1.37,Ki,=,0.065uM
1hsl,7.1938200260161125,1994,1.89,Kd,=,0.064uM
1idg,7.187086643357144,2001,NMR,Kd,=,65nM
1los,7.1938200260161125,2002,1.90,Ki,=,64nM
1lxh,7.187086643357144,2002,NMR,Kd,=,65nM
1me3,7.189767482004916,2002,1.20,Ki,=,64.6nM
1me7,7.187086643357144,2003,2.15,Ki,=,65nM
1me8,7.187086643357144,2003,1.90,Ki,=,65nM
1nu1,7.1938200260161125,2003,3.20,Kd,=,64nM
1nxy,7.1938200260161125,2003,1.60,Ki,=,64nM
1oiy,7.1938200260161125,2004,2.40,IC50,=,64nM
1q7a,7.1938200260161125,2004,1.60,Kd,=,64nM
1w83,7.187086643357144,2005,2.50,IC50,=,0.065uM
1z9y,7.187086643357144,2006,1.66,Ki,=,65nM
2azb,7.1938200260161125,2006,2.03,IC50,=,64nM
2cmb,7.187086643357144,2006,1.70,IC50,=,65nM
2j4z,7.187086643357144,2006,2.00,IC50,=,65nM
2j7h,7.187086643357144,2006,1.95,Kd,=,65nM
2rip,7.187086643357144,2008,2.90,IC50,=,65nM
2vew,7.1938200260161125,2007,2.00,IC50,=,64nM
3arf,7.1938200260161125,2011,2.90,Kd,=,64nM
3avz,7.187086643357144,2011,2.46,IC50,=,65nM
3f19,7.186419011431808,2008,1.13,Kd,=,65.1nM
3f7b,7.1938200260161125,2009,2.05,IC50,=,64nM
3f7z,7.187086643357144,2009,2.40,IC50,=,65nM
3gdt,7.1938200260161125,2009,1.60,Ki,=,64nM
3ips,7.1938200260161125,2010,2.26,Ki,=,64nM
3nsn,7.187086643357144,2010,2.10,Ki,=,65nM
3o0j,7.187086643357144,2011,1.95,Ki,=,65nM
3qsd,7.1944991418416,2011,1.30,IC50,=,63.9nM
3zqi,7.1938200260161125,2011,1.50,Kd,=,64nM
4app,7.1938200260161125,2012,2.20,Ki,=,0.064uM
4ega,7.187086643357144,2012,2.70,IC50,=,65nM
4ehg,7.1938200260161125,2013,3.50,IC50,=,64nM
4jk6,7.1938200260161125,2013,2.20,Ki,=,0.064uM
4obq,7.187086643357144,2014,2.19,IC50,=,65nM
4p90,7.1938200260161125,2014,2.49,IC50,=,64nM
4py1,7.1938200260161125,2014,2.16,IC50,=,64nM
4qy8,7.1938200260161125,2015,1.35,Kd,=,64nM
4rwk,7.1938200260161125,2015,2.98,Kd,=,64nM
5am7,7.1904402853647325,2015,1.96,Kd,=,64.5nM
5c8m,7.1938200260161125,2015,2.90,Ki,=,64nM
5dde,7.187086643357144,2015,1.78,IC50,=,65nM
1s50,7.200659450546419,2005,1.65,Ki,=,0.063uM
1xqc,7.200659450546418,2005,2.05,IC50,=,63nM
2g8n,7.200659450546418,2006,2.15,Ki,=,63nM
2nsx,7.200659450546419,2006,2.11,IC50,=,0.063uM
2pow,7.200659450546418,2007,1.75,Ki,=,63nM
2pqb,7.200659450546418,2008,1.80,Kd,=,63nM
2xii,7.198596289982645,2010,1.80,Kd,=,63.3nM
3c79,7.200659450546418,2008,2.48,Kd,=,63nM
3eov,7.200659450546418,2008,2.60,Kd,=,63nM
3hdn,7.200659450546418,2009,3.10,IC50,=,63nM
3ig7,7.200659450546418,2009,1.80,IC50,=,63nM
3k2f,7.200659450546418,2009,1.98,Ki,=,63nM
3lzb,7.200659450546418,2011,2.70,IC50,=,63nM
3mz6,7.200659450546418,2010,2.00,Ki,=,63nM
3qcx,7.200659450546418,2011,2.30,IC50,=,63nM
4ark,7.200659450546418,2013,2.60,IC50,=,63nM
4f64,7.199970640755866,2012,2.05,IC50,=,63.1nM
4g8n,7.200659450546418,2012,2.30,Kd,=,63nM
4igr,7.200659450546418,2013,2.65,Kd,=,63nM
4msk,7.200659450546418,2013,2.30,IC50,=,63nM
4umn,7.1997642106726465,2014,1.99,Kd,=,63.13nM
1gsz,7.214670164989233,2003,2.80,IC50,=,61nM
1wun,7.2076083105017466,2005,2.40,IC50,=,62nM
2pl0,7.2076083105017466,2007,2.80,Kd,=,0.062uM
2q9m,7.2076083105017466,2007,2.05,IC50,=,62nM
2wo9,7.2076083105017466,2009,1.70,IC50,=,62nM
2x9f,7.214670164989233,2010,1.75,IC50,=,61nM
2yek,7.212539525481585,2011,1.98,Kd,=,61.3nM
3br9,7.2076083105017466,2008,2.30,IC50,=,0.062uM
3chr,7.214670164989233,2008,2.20,IC50,=,61nM
3f1a,7.213958789757446,2008,1.25,Kd,=,61.1nM
3gyn,7.214670164989233,2009,2.15,IC50,=,0.061uM
3if7,7.214670164989233,2010,1.60,Kd,=,61nM
3kga,7.214670164989233,2010,2.55,IC50,=,61nM
3odl,7.214670164989233,2011,2.31,Kd,=,61nM
3s77,7.214670164989233,2011,1.86,Kd,=,61nM
3v7t,7.2076083105017466,2012,2.09,Ki,=,62nM
4a9s,7.214670164989233,2012,2.66,IC50,=,61nM
4av5,7.214670164989233,2012,1.40,Kd,=,61.0nM
4b73,7.2076083105017466,2012,2.50,Kd,=,0.062uM
4hw7,7.2076083105017466,2013,2.90,IC50,=,0.062uM
4jmx,7.20690839982342,2013,2.55,Kd,=,62.1nM
4mbj,7.214670164989233,2013,3.60,IC50,=,61nM
4wz8,7.2076083105017466,2014,2.23,IC50,=,62nM
5bwc,7.214670164989233,2015,2.45,Ki,=,0.061uM
1fvt,7.221848749616356,2001,2.20,IC50,=,60nM
1gvx,7.221848749616356,2002,1.00,Ki,=,60nM
1lan,7.221848749616356,1995,1.90,Ki,=,60nM
1ll4,7.221848749616356,2002,2.80,Ki,=,60nM
1pxm,7.221848749616356,2004,2.53,Ki,=,0.06uM
1py2,7.221848749616356,2004,2.80,IC50,=,0.06uM
1sw2,7.221848749616356,2004,2.10,Kd,=,60nM
1uk1,7.221848749616356,2004,3.00,IC50,=,60nM
2ci9,7.221848749616356,2006,1.50,Kd,=,60nM
2epn,7.221848749616356,2008,1.61,Ki,=,60nM
2er6,7.221848749616356,1991,2.00,Ki,=,60nM
2fo4,7.221848749616356,2006,2.70,Kd,=,60nM
2fv9,7.221848749616356,2006,2.02,IC50,=,60nM
2h6t,7.221848749616356,2007,1.90,Ki,=,60nM
2hnc,7.221848749616356,2006,1.55,Ki,=,60nM
2q3z,7.221848749616356,2007,2.00,Ki,=,60nM
2r7b,7.221848749616356,2008,2.70,IC50,=,0.06uM
2rkn,7.221848749616356,2008,1.60,Kd,=,0.06uM
2xng,7.221848749616356,2010,2.60,IC50,=,0.060uM
3csl,7.221848749616356,2009,2.70,Kd,=,0.06uM
3cy2,7.221848749616356,2008,2.01,IC50,=,60nM
3cyu,7.221848749616356,2008,1.70,Kd,=,60nM
3cyz,7.221848749616356,2009,1.80,Kd,=,60.0nM
3dzt,7.220403508742176,2009,1.80,Kd,=,60.2nM
3hu2,7.221848749616356,2010,2.85,Kd,=,0.06uM
3in3,7.221848749616356,2010,2.00,IC50,=,0.06uM
3k99,7.221848749616356,2010,2.10,Ki,=,60nM
3m35,7.221848749616356,2010,2.20,Ki,=,60nM
3m96,7.221848749616356,2011,1.40,Kd,=,60nM
3ma3,7.221848749616356,2010,2.30,IC50,=,60nM
3pcj,7.221848749616356,1998,2.13,Kd,=,0.06uM
3q8d,7.221848749616356,2011,2.30,Kd,=,0.06uM
3qem,7.221848749616356,2011,3.00,Kd,=,60nM
3uz5,7.221848749616356,2012,1.90,Ki,=,0.06uM
3zov,7.221848749616356,2013,2.10,IC50,=,0.06uM
4a9u,7.221848749616356,2012,2.48,IC50,=,60nM
4ask,7.221848749616356,2012,1.86,IC50,=,60nM
4avg,7.221848749616356,2012,2.20,IC50,=,0.06uM
4cfe,7.221848749616356,2013,3.02,Kd,=,0.06uM
4cra,7.221848749616356,2015,1.80,Ki,=,0.06uM
4gfm,7.221848749616356,2013,2.30,Ki,=,0.06uM
4hxq,7.221848749616356,2013,1.45,IC50,=,60nM
4lte,7.221848749616356,2014,2.71,IC50,=,60nM
4lyn,7.221848749616356,2013,2.00,IC50,=,0.06uM
4nb6,7.221848749616356,2013,2.85,IC50,=,0.060uM
4nxo,7.221848749616356,2015,2.73,IC50,=,0.06uM
4o0y,7.221848749616356,2014,2.20,Ki,=,60nM
4pis,7.221848749616356,2014,2.10,IC50,=,0.06uM
4qr5,7.221848749616356,2015,1.41,IC50,=,0.06uM
4tmr,7.221848749616356,2015,2.70,IC50,=,60nM
5aen,7.221848749616356,2015,1.86,IC50,=,0.06uM
5aph,7.221848749616356,2015,1.54,IC50,=,0.06uM
1h37,7.229147988357855,2003,2.80,IC50,=,59nM
1y91,7.229147988357856,2005,2.15,IC50,=,0.059uM
2cnh,7.229147988357855,2006,1.80,IC50,=,59nM
3f8e,7.229147988357855,2009,2.00,Ki,=,59nM
3n4l,7.229147988357855,2010,2.70,IC50,=,59nM
4a4x,7.229147988357856,2012,2.40,IC50,=,0.059uM
4avh,7.22548303427145,2012,2.10,Kd,=,59.5nM
4djx,7.229147988357855,2012,1.50,Ki,=,59nM
4dt6,7.229147988357855,2012,2.60,IC50,=,59nM
4lxd,7.229147988357855,2013,1.90,Ki,=,59nM
4pyy,7.229147988357855,2015,1.75,Kd,=,59nM
1db4,7.2441251443275085,1999,2.20,IC50,=,0.057uM
1etz,7.236572006437063,2000,2.60,Kd,=,58nM
1g2l,7.2441251443275085,2001,1.90,Ki,=,57nM
1oyt,7.2441251443275085,2003,1.67,Ki,=,0.057uM
1y4z,7.2441251443275085,2005,2.00,Ki,=,57nM
2gnl,7.236572006437063,2006,2.60,IC50,=,58nM
2obo,7.2441251443275085,2007,2.60,Ki,=,57nM
2p33,7.2441251443275085,2007,2.40,IC50,=,57nM
2psv,7.236572006437063,2007,1.75,Ki,=,58nM
2wi7,7.236572006437063,2009,2.50,IC50,=,58nM
3biz,7.236572006437063,2007,2.20,IC50,=,58nM
3cbs,7.236572006437063,1999,2.00,IC50,=,58nM
3dpe,7.2441251443275085,2009,1.60,IC50,=,57nM
3dpf,7.2441251443275085,2009,2.10,IC50,=,57nM
3f2a,7.2441251443275085,2009,1.90,IC50,=,57nM
3ikg,7.2441251443275085,2009,1.86,Ki,=,0.057uM
3kec,7.236572006437063,2010,2.05,IC50,=,58nM
3mww,7.2441251443275085,2010,2.80,IC50,=,57nM
3n3g,7.236572006437063,2010,1.60,Ki,=,58nM
3o84,7.236572006437063,2010,2.10,Kd,=,58nM
3o96,7.236572006437063,2010,2.70,IC50,=,58nM
3p3t,7.237246435066626,2011,1.45,Kd,=,57.91nM
3qrk,7.2441251443275085,2011,2.30,IC50,=,57nM
3uqr,7.242603971206976,2012,3.06,IC50,=,57.2nM
3w69,7.236572006437063,2013,1.90,IC50,=,58nM
3wzk,7.236572006437063,2015,2.30,IC50,=,58nM
4azb,7.238899461041858,2013,2.10,Kd,=,57.69nM
4dwg,7.236572006437063,2013,2.01,IC50,=,58.0nM
4fm7,7.2441251443275085,2012,1.56,Kd,=,57nM
4ha5,7.236572006437063,2012,1.83,Ki,=,58nM
4i32,7.236572006437063,2013,2.30,IC50,=,58nM
4iq6,7.236572006437063,2013,3.12,Ki,=,58nM
4kn4,7.2441251443275085,2013,3.96,IC50,=,57nM
4mvx,7.2441251443275085,2014,2.55,IC50,=,57nM
4o0z,7.2441251443275085,2014,2.05,IC50,=,0.057uM
4od9,7.236572006437063,2014,1.90,IC50,=,58nM
4r75,7.2441251443275085,2015,1.28,Kd,=,57nM
4uil,7.236572006437063,2015,2.85,Kd,=,58nM
4w5j,7.2441251443275085,2014,1.65,Kd,=,57nM
4y87,7.236572006437063,2015,3.10,IC50,=,58nM
4ybs,7.2441251443275085,2015,1.83,IC50,=,0.057uM
1ezf,7.251811972993799,2000,2.15,IC50,=,56nM
1jet,7.251811972993799,1997,1.20,Kd,=,56nM
1ke1,7.251811972993799,2001,1.80,Ki,=,56nM
1u59,7.253365801062421,2004,2.30,IC50,=,55.8nM
1y2h,7.251811972993799,2005,2.40,IC50,=,0.056uM
2ces,7.251811972993799,2006,2.15,Kd,=,56nM
2gbg,7.251811972993799,2006,3.00,Ki,=,56nM
2ole,7.250263684430939,2008,2.40,Ki,=,56.2nM
2qbw,7.251811972993799,2008,1.80,Kd,=,56nM
3gcs,7.251811972993799,2009,2.10,Kd,=,56nM
3mhl,7.251811972993799,2010,1.90,Kd,=,0.056uM
3p3r,7.251424383069008,2011,1.25,Kd,=,56.05nM
3ua9,7.251811972993799,2012,2.15,IC50,=,56nM
4gk3,7.251811972993799,2013,1.90,IC50,=,56nM
4og8,7.251811972993799,2014,1.53,IC50,=,56nM
4xx3,7.251811972993799,2015,2.40,Ki,=,56nM
1dhi,7.259637310505756,1994,1.90,Kd,=,55nM
1i72,7.259637310505756,2001,2.00,IC50,=,55nM
1mrx,7.259637310505756,2003,2.00,Kd,=,55nM
1wv7,7.259637310505756,2005,2.70,IC50,=,55nM
2f8i,7.259637310505756,2005,1.54,Kd,=,55nM
2qzr,7.259637310505756,2007,1.95,Ki,=,55nM
2xib,7.258848401148215,2010,2.20,Kd,=,55.1nM
3arg,7.259637310505756,2011,3.00,Kd,=,55nM
3cz1,7.259637310505756,2009,1.50,Kd,=,55.0nM
3gc5,7.259637310505756,2009,1.40,Ki,=,55nM
3ifo,7.2636034977233574,2009,2.15,Kd,=,54.5nM
3q4l,7.259637310505756,2011,1.95,Kd,=,55nM
3v3b,7.259637310505756,2012,2.00,Kd,=,55nM
3veu,7.259637310505756,2012,1.52,IC50,=,55nM
3vg1,7.259637310505756,2012,1.77,IC50,=,0.055uM
4d83,7.259637310505756,2012,2.40,IC50,=,0.055uM
4e1m,7.259637310505756,2012,1.90,IC50,=,55nM
4efg,7.259637310505756,2012,1.58,Kd,=,55nM
4hw2,7.259637310505756,2013,2.80,Ki,=,0.055uM
4hys,7.259637310505756,2013,2.42,IC50,=,0.055uM
4k0u,7.259637310505756,2013,2.15,Kd,=,55nM
